id,gender,masterCategory,subCategory,articleType,season,usage,image_path,image_full_path
7829,Men,Apparel,Topwear,Tshirts,Fall,Casual,7829.jpg,/content/outfit_data/Fashion Product Images (Small)/images/7829.jpg
31260,Men,Apparel,Topwear,Tshirts,Summer,Casual,31260.jpg,/content/outfit_data/Fashion Product Images (Small)/images/31260.jpg
7015,Men,Apparel,Topwear,Tshirts,Summer,Casual,7015.jpg,/content/outfit_data/Fashion Product Images (Small)/images/7015.jpg
16442,Men,Apparel,Topwear,Sweatshirts,Fall,Casual,16442.jpg,/content/outfit_data/Fashion Product Images (Small)/images/16442.jpg
8861,Men,Apparel,Topwear,Shirts,Fall,Casual,8861.jpg,/content/outfit_data/Fashion Product Images (Small)/images/8861.jpg
13302,Men,Apparel,Bottomwear,Shorts,Fall,Casual,13302.jpg,/content/outfit_data/Fashion Product Images (Small)/images/13302.jpg
28943,Women,Apparel,Bottomwear,Leggings,Summer,Casual,28943.jpg,/content/outfit_data/Fashion Product Images (Small)/images/28943.jpg
2755,Men,Apparel,Topwear,Tshirts,Summer,Casual,2755.jpg,/content/outfit_data/Fashion Product Images (Small)/images/2755.jpg
3687,Women,Apparel,Topwear,Tshirts,Summer,Casual,3687.jpg,/content/outfit_data/Fashion Product Images (Small)/images/3687.jpg
19638,Women,Apparel,Topwear,Sweatshirts,Fall,Casual,19638.jpg,/content/outfit_data/Fashion Product Images (Small)/images/19638.jpg
14127,Men,Apparel,Bottomwear,Jeans,Winter,Casual,14127.jpg,/content/outfit_data/Fashion Product Images (Small)/images/14127.jpg
20312,Men,Apparel,Topwear,Tshirts,Summer,Casual,20312.jpg,/content/outfit_data/Fashion Product Images (Small)/images/20312.jpg
11455,Men,Apparel,Topwear,Shirts,Fall,Casual,11455.jpg,/content/outfit_data/Fashion Product Images (Small)/images/11455.jpg
53426,Women,Apparel,Topwear,Kurtas,Fall,Ethnic,53426.jpg,/content/outfit_data/Fashion Product Images (Small)/images/53426.jpg
59920,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,59920.jpg,/content/outfit_data/Fashion Product Images (Small)/images/59920.jpg
32411,Men,Apparel,Topwear,Tshirts,Summer,Casual,32411.jpg,/content/outfit_data/Fashion Product Images (Small)/images/32411.jpg
11693,Men,Apparel,Topwear,Shirts,Fall,Casual,11693.jpg,/content/outfit_data/Fashion Product Images (Small)/images/11693.jpg
57086,Women,Apparel,Bottomwear,Skirts,Summer,Casual,57086.jpg,/content/outfit_data/Fashion Product Images (Small)/images/57086.jpg
24574,Men,Apparel,Topwear,Tshirts,Summer,Casual,24574.jpg,/content/outfit_data/Fashion Product Images (Small)/images/24574.jpg
30346,Men,Apparel,Topwear,Tshirts,Summer,Casual,30346.jpg,/content/outfit_data/Fashion Product Images (Small)/images/30346.jpg
12016,Men,Apparel,Topwear,Shirts,Fall,Formal,12016.jpg,/content/outfit_data/Fashion Product Images (Small)/images/12016.jpg
3441,Women,Apparel,Topwear,Tshirts,Summer,Sports,3441.jpg,/content/outfit_data/Fashion Product Images (Small)/images/3441.jpg
31294,Men,Apparel,Topwear,Tshirts,Summer,Casual,31294.jpg,/content/outfit_data/Fashion Product Images (Small)/images/31294.jpg
9947,Men,Apparel,Topwear,Jackets,Fall,Sports,9947.jpg,/content/outfit_data/Fashion Product Images (Small)/images/9947.jpg
17564,Men,Apparel,Topwear,Shirts,Fall,Formal,17564.jpg,/content/outfit_data/Fashion Product Images (Small)/images/17564.jpg
8895,Men,Apparel,Topwear,Shirts,Fall,Casual,8895.jpg,/content/outfit_data/Fashion Product Images (Small)/images/8895.jpg
43486,Men,Apparel,Topwear,Shirts,Summer,Casual,43486.jpg,/content/outfit_data/Fashion Product Images (Small)/images/43486.jpg
42554,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,42554.jpg,/content/outfit_data/Fashion Product Images (Small)/images/42554.jpg
12224,Men,Apparel,Bottomwear,Trousers,Fall,Formal,12224.jpg,/content/outfit_data/Fashion Product Images (Small)/images/12224.jpg
47026,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,47026.jpg,/content/outfit_data/Fashion Product Images (Small)/images/47026.jpg
30948,Women,Apparel,Topwear,Tops,Summer,Ethnic,30948.jpg,/content/outfit_data/Fashion Product Images (Small)/images/30948.jpg
4456,Men,Apparel,Topwear,Tshirts,Summer,Sports,4456.jpg,/content/outfit_data/Fashion Product Images (Small)/images/4456.jpg
21234,Men,Apparel,Topwear,Tshirts,Summer,Casual,21234.jpg,/content/outfit_data/Fashion Product Images (Small)/images/21234.jpg
15001,Men,Apparel,Topwear,Tshirts,Fall,Casual,15001.jpg,/content/outfit_data/Fashion Product Images (Small)/images/15001.jpg
32623,Men,Apparel,Topwear,Tshirts,Summer,Sports,32623.jpg,/content/outfit_data/Fashion Product Images (Small)/images/32623.jpg
40203,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,40203.jpg,/content/outfit_data/Fashion Product Images (Small)/images/40203.jpg
10573,Men,Apparel,Topwear,Tshirts,Fall,Casual,10573.jpg,/content/outfit_data/Fashion Product Images (Small)/images/10573.jpg
3217,Men,Apparel,Topwear,Tshirts,Summer,Casual,3217.jpg,/content/outfit_data/Fashion Product Images (Small)/images/3217.jpg
12640,Men,Apparel,Topwear,Tshirts,Fall,Casual,12640.jpg,/content/outfit_data/Fashion Product Images (Small)/images/12640.jpg
26475,Men,Apparel,Topwear,Tshirts,Summer,Casual,26475.jpg,/content/outfit_data/Fashion Product Images (Small)/images/26475.jpg
54055,Women,Apparel,Bottomwear,Leggings,Summer,Casual,54055.jpg,/content/outfit_data/Fashion Product Images (Small)/images/54055.jpg
13792,Men,Apparel,Topwear,Tshirts,Fall,Casual,13792.jpg,/content/outfit_data/Fashion Product Images (Small)/images/13792.jpg
6765,Men,Apparel,Topwear,Tshirts,Summer,Casual,6765.jpg,/content/outfit_data/Fashion Product Images (Small)/images/6765.jpg
58698,Women,Apparel,Topwear,Kurtas,Fall,Ethnic,58698.jpg,/content/outfit_data/Fashion Product Images (Small)/images/58698.jpg
37735,Men,Apparel,Topwear,Shirts,Summer,Casual,37735.jpg,/content/outfit_data/Fashion Product Images (Small)/images/37735.jpg
4032,Men,Apparel,Topwear,Tshirts,Summer,Casual,4032.jpg,/content/outfit_data/Fashion Product Images (Small)/images/4032.jpg
15465,Men,Apparel,Topwear,Jackets,Fall,Casual,15465.jpg,/content/outfit_data/Fashion Product Images (Small)/images/15465.jpg
1540,Men,Apparel,Topwear,Tshirts,Fall,Casual,1540.jpg,/content/outfit_data/Fashion Product Images (Small)/images/1540.jpg
40667,Women,Apparel,Topwear,Tops,Summer,Casual,40667.jpg,/content/outfit_data/Fashion Product Images (Small)/images/40667.jpg
56702,Men,Apparel,Topwear,Kurtas,Summer,Ethnic,56702.jpg,/content/outfit_data/Fashion Product Images (Small)/images/56702.jpg
32247,Women,Apparel,Bottomwear,Patiala,Summer,Ethnic,32247.jpg,/content/outfit_data/Fashion Product Images (Small)/images/32247.jpg
14785,Men,Apparel,Topwear,Shirts,Fall,Formal,14785.jpg,/content/outfit_data/Fashion Product Images (Small)/images/14785.jpg
4200,Boys,Apparel,Topwear,Tshirts,Summer,Casual,4200.jpg,/content/outfit_data/Fashion Product Images (Small)/images/4200.jpg
41587,Men,Apparel,Topwear,Shirts,Summer,Casual,41587.jpg,/content/outfit_data/Fashion Product Images (Small)/images/41587.jpg
30722,Boys,Apparel,Topwear,Kurtas,Summer,Ethnic,30722.jpg,/content/outfit_data/Fashion Product Images (Small)/images/30722.jpg
3819,Girls,Apparel,Topwear,Tshirts,Summer,Casual,3819.jpg,/content/outfit_data/Fashion Product Images (Small)/images/3819.jpg
23335,Women,Apparel,Topwear,Tunics,Fall,Casual,23335.jpg,/content/outfit_data/Fashion Product Images (Small)/images/23335.jpg
18974,Men,Apparel,Topwear,Shirts,Summer,Casual,18974.jpg,/content/outfit_data/Fashion Product Images (Small)/images/18974.jpg
34382,Men,Apparel,Topwear,Tshirts,Summer,Casual,34382.jpg,/content/outfit_data/Fashion Product Images (Small)/images/34382.jpg
36248,Men,Apparel,Topwear,Tshirts,Summer,Casual,36248.jpg,/content/outfit_data/Fashion Product Images (Small)/images/36248.jpg
14118,Men,Apparel,Bottomwear,Jeans,Fall,Casual,14118.jpg,/content/outfit_data/Fashion Product Images (Small)/images/14118.jpg
44668,Women,Apparel,Topwear,Shirts,Summer,Casual,44668.jpg,/content/outfit_data/Fashion Product Images (Small)/images/44668.jpg
14924,Men,Apparel,Topwear,Sweatshirts,Fall,Casual,14924.jpg,/content/outfit_data/Fashion Product Images (Small)/images/14924.jpg
27108,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,27108.jpg,/content/outfit_data/Fashion Product Images (Small)/images/27108.jpg
46903,Men,Apparel,Bottomwear,Jeans,Summer,Casual,46903.jpg,/content/outfit_data/Fashion Product Images (Small)/images/46903.jpg
19607,Women,Apparel,Topwear,Tops,Summer,Casual,19607.jpg,/content/outfit_data/Fashion Product Images (Small)/images/19607.jpg
27934,Women,Apparel,Topwear,Shirts,Summer,Casual,27934.jpg,/content/outfit_data/Fashion Product Images (Small)/images/27934.jpg
28140,Men,Apparel,Bottomwear,Shorts,Summer,Casual,28140.jpg,/content/outfit_data/Fashion Product Images (Small)/images/28140.jpg
2558,Women,Apparel,Bottomwear,Track Pants,Summer,Casual,2558.jpg,/content/outfit_data/Fashion Product Images (Small)/images/2558.jpg
13933,Women,Apparel,Topwear,Tshirts,Summer,Casual,13933.jpg,/content/outfit_data/Fashion Product Images (Small)/images/13933.jpg
58005,Women,Apparel,Topwear,Tops,Fall,Casual,58005.jpg,/content/outfit_data/Fashion Product Images (Small)/images/58005.jpg
11658,Women,Apparel,Topwear,Tshirts,Fall,Casual,11658.jpg,/content/outfit_data/Fashion Product Images (Small)/images/11658.jpg
33508,Women,Apparel,Bottomwear,Skirts,Summer,Casual,33508.jpg,/content/outfit_data/Fashion Product Images (Small)/images/33508.jpg
16825,Women,Apparel,Topwear,Tshirts,Fall,Casual,16825.jpg,/content/outfit_data/Fashion Product Images (Small)/images/16825.jpg
8406,Men,Apparel,Bottomwear,Shorts,Fall,Sports,8406.jpg,/content/outfit_data/Fashion Product Images (Small)/images/8406.jpg
16019,Men,Apparel,Bottomwear,Trousers,Fall,Casual,16019.jpg,/content/outfit_data/Fashion Product Images (Small)/images/16019.jpg
28716,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,28716.jpg,/content/outfit_data/Fashion Product Images (Small)/images/28716.jpg
34349,Men,Apparel,Topwear,Tshirts,Fall,Casual,34349.jpg,/content/outfit_data/Fashion Product Images (Small)/images/34349.jpg
33950,Men,Apparel,Topwear,Tshirts,Summer,Casual,33950.jpg,/content/outfit_data/Fashion Product Images (Small)/images/33950.jpg
25835,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,25835.jpg,/content/outfit_data/Fashion Product Images (Small)/images/25835.jpg
44802,Women,Apparel,Topwear,Tshirts,Summer,Casual,44802.jpg,/content/outfit_data/Fashion Product Images (Small)/images/44802.jpg
57429,Women,Apparel,Topwear,Tshirts,Summer,Casual,57429.jpg,/content/outfit_data/Fashion Product Images (Small)/images/57429.jpg
38584,Men,Apparel,Topwear,Tshirts,Summer,Casual,38584.jpg,/content/outfit_data/Fashion Product Images (Small)/images/38584.jpg
39456,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,39456.jpg,/content/outfit_data/Fashion Product Images (Small)/images/39456.jpg
58653,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,58653.jpg,/content/outfit_data/Fashion Product Images (Small)/images/58653.jpg
13759,Men,Apparel,Topwear,Shirts,Fall,Formal,13759.jpg,/content/outfit_data/Fashion Product Images (Small)/images/13759.jpg
34947,Women,Apparel,Topwear,Dupatta,Summer,Ethnic,34947.jpg,/content/outfit_data/Fashion Product Images (Small)/images/34947.jpg
28524,Men,Apparel,Topwear,Tshirts,Summer,Casual,28524.jpg,/content/outfit_data/Fashion Product Images (Small)/images/28524.jpg
9520,Men,Apparel,Topwear,Shirts,Fall,Formal,9520.jpg,/content/outfit_data/Fashion Product Images (Small)/images/9520.jpg
17903,Women,Apparel,Bottomwear,Track Pants,Fall,Sports,17903.jpg,/content/outfit_data/Fashion Product Images (Small)/images/17903.jpg
6568,Men,Apparel,Topwear,Tshirts,Summer,Sports,6568.jpg,/content/outfit_data/Fashion Product Images (Small)/images/6568.jpg
24913,Boys,Apparel,Topwear,Tshirts,Summer,Casual,24913.jpg,/content/outfit_data/Fashion Product Images (Small)/images/24913.jpg
58495,Women,Apparel,Topwear,Tops,Summer,Casual,58495.jpg,/content/outfit_data/Fashion Product Images (Small)/images/58495.jpg
33198,Women,Apparel,Topwear,Tunics,Summer,Casual,33198.jpg,/content/outfit_data/Fashion Product Images (Small)/images/33198.jpg
53841,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,53841.jpg,/content/outfit_data/Fashion Product Images (Small)/images/53841.jpg
38570,Women,Apparel,Bottomwear,Capris,Summer,Sports,38570.jpg,/content/outfit_data/Fashion Product Images (Small)/images/38570.jpg
40658,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,40658.jpg,/content/outfit_data/Fashion Product Images (Small)/images/40658.jpg
4831,Men,Apparel,Bottomwear,Track Pants,Summer,Sports,4831.jpg,/content/outfit_data/Fashion Product Images (Small)/images/4831.jpg
27598,Men,Apparel,Bottomwear,Trousers,Summer,Casual,27598.jpg,/content/outfit_data/Fashion Product Images (Small)/images/27598.jpg
9712,Men,Apparel,Topwear,Shirts,Fall,Casual,9712.jpg,/content/outfit_data/Fashion Product Images (Small)/images/9712.jpg
48435,Men,Apparel,Topwear,Tshirts,Summer,Casual,48435.jpg,/content/outfit_data/Fashion Product Images (Small)/images/48435.jpg
29402,Men,Apparel,Bottomwear,Trousers,Summer,Formal,29402.jpg,/content/outfit_data/Fashion Product Images (Small)/images/29402.jpg
7688,Men,Apparel,Bottomwear,Shorts,Fall,Sports,7688.jpg,/content/outfit_data/Fashion Product Images (Small)/images/7688.jpg
23138,Men,Apparel,Topwear,Sweatshirts,Fall,Casual,23138.jpg,/content/outfit_data/Fashion Product Images (Small)/images/23138.jpg
38326,Girls,Apparel,Topwear,Tops,Summer,Casual,38326.jpg,/content/outfit_data/Fashion Product Images (Small)/images/38326.jpg
18721,Women,Apparel,Topwear,Tops,Fall,Casual,18721.jpg,/content/outfit_data/Fashion Product Images (Small)/images/18721.jpg
31099,Boys,Apparel,Topwear,Shirts,Summer,Casual,31099.jpg,/content/outfit_data/Fashion Product Images (Small)/images/31099.jpg
47019,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,47019.jpg,/content/outfit_data/Fashion Product Images (Small)/images/47019.jpg
26812,Men,Apparel,Topwear,Shirts,Summer,Formal,26812.jpg,/content/outfit_data/Fashion Product Images (Small)/images/26812.jpg
35439,Boys,Apparel,Topwear,Shirts,Summer,Casual,35439.jpg,/content/outfit_data/Fashion Product Images (Small)/images/35439.jpg
9144,Women,Apparel,Bottomwear,Jeans,Summer,Casual,9144.jpg,/content/outfit_data/Fashion Product Images (Small)/images/9144.jpg
6930,Men,Apparel,Topwear,Tshirts,Summer,Casual,6930.jpg,/content/outfit_data/Fashion Product Images (Small)/images/6930.jpg
12029,Men,Apparel,Topwear,Shirts,Fall,Formal,12029.jpg,/content/outfit_data/Fashion Product Images (Small)/images/12029.jpg
16489,Men,Apparel,Topwear,Tshirts,Fall,Casual,16489.jpg,/content/outfit_data/Fashion Product Images (Small)/images/16489.jpg
59123,Men,Apparel,Topwear,Jackets,Summer,Casual,59123.jpg,/content/outfit_data/Fashion Product Images (Small)/images/59123.jpg
5789,Women,Apparel,Bottomwear,Shorts,Summer,Casual,5789.jpg,/content/outfit_data/Fashion Product Images (Small)/images/5789.jpg
53419,Women,Apparel,Topwear,Kurtas,Fall,Ethnic,53419.jpg,/content/outfit_data/Fashion Product Images (Small)/images/53419.jpg
11810,Women,Apparel,Topwear,Kurtas,Fall,Ethnic,11810.jpg,/content/outfit_data/Fashion Product Images (Small)/images/11810.jpg
5109,Women,Apparel,Topwear,Tops,Summer,Casual,5109.jpg,/content/outfit_data/Fashion Product Images (Small)/images/5109.jpg
58671,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,58671.jpg,/content/outfit_data/Fashion Product Images (Small)/images/58671.jpg
5935,Women,Apparel,Topwear,Tshirts,Summer,Casual,5935.jpg,/content/outfit_data/Fashion Product Images (Small)/images/5935.jpg
38794,Men,Apparel,Topwear,Tshirts,Summer,Casual,38794.jpg,/content/outfit_data/Fashion Product Images (Small)/images/38794.jpg
19241,Men,Apparel,Topwear,Jackets,Fall,Casual,19241.jpg,/content/outfit_data/Fashion Product Images (Small)/images/19241.jpg
22800,Men,Apparel,Topwear,Shirts,Summer,Casual,22800.jpg,/content/outfit_data/Fashion Product Images (Small)/images/22800.jpg
28506,Men,Apparel,Bottomwear,Shorts,Summer,Sports,28506.jpg,/content/outfit_data/Fashion Product Images (Small)/images/28506.jpg
34159,Girls,Apparel,Topwear,Tops,Summer,Casual,34159.jpg,/content/outfit_data/Fashion Product Images (Small)/images/34159.jpg
16209,Men,Apparel,Topwear,Tshirts,Fall,Casual,16209.jpg,/content/outfit_data/Fashion Product Images (Small)/images/16209.jpg
16807,Men,Apparel,Topwear,Shirts,Fall,Casual,16807.jpg,/content/outfit_data/Fashion Product Images (Small)/images/16807.jpg
31619,Men,Apparel,Topwear,Shirts,Summer,Formal,31619.jpg,/content/outfit_data/Fashion Product Images (Small)/images/31619.jpg
19073,Women,Apparel,Topwear,Kurtas,Fall,Ethnic,19073.jpg,/content/outfit_data/Fashion Product Images (Small)/images/19073.jpg
28734,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,28734.jpg,/content/outfit_data/Fashion Product Images (Small)/images/28734.jpg
2922,Men,Apparel,Topwear,Tshirts,Fall,Casual,2922.jpg,/content/outfit_data/Fashion Product Images (Small)/images/2922.jpg
33972,Women,Apparel,Topwear,Shirts,Summer,Casual,33972.jpg,/content/outfit_data/Fashion Product Images (Small)/images/33972.jpg
39474,Women,Apparel,Topwear,Kurtis,Summer,Ethnic,39474.jpg,/content/outfit_data/Fashion Product Images (Small)/images/39474.jpg
8040,Men,Apparel,Topwear,Tshirts,Fall,Sports,8040.jpg,/content/outfit_data/Fashion Product Images (Small)/images/8040.jpg
7834,Men,Apparel,Topwear,Tshirts,Fall,Casual,7834.jpg,/content/outfit_data/Fashion Product Images (Small)/images/7834.jpg
51398,Men,Apparel,Bottomwear,Shorts,Summer,Casual,51398.jpg,/content/outfit_data/Fashion Product Images (Small)/images/51398.jpg
29282,Men,Apparel,Topwear,Shirts,Summer,Casual,29282.jpg,/content/outfit_data/Fashion Product Images (Small)/images/29282.jpg
7008,Men,Apparel,Topwear,Tshirts,Summer,Casual,7008.jpg,/content/outfit_data/Fashion Product Images (Small)/images/7008.jpg
14308,Men,Apparel,Topwear,Jackets,Fall,Casual,14308.jpg,/content/outfit_data/Fashion Product Images (Small)/images/14308.jpg
39010,Girls,Apparel,Topwear,Tops,Summer,Casual,39010.jpg,/content/outfit_data/Fashion Product Images (Small)/images/39010.jpg
58215,Women,Apparel,Bottomwear,Patiala,Fall,Ethnic,58215.jpg,/content/outfit_data/Fashion Product Images (Small)/images/58215.jpg
33718,Women,Apparel,Bottomwear,Jeggings,Summer,Casual,33718.jpg,/content/outfit_data/Fashion Product Images (Small)/images/33718.jpg
39222,Women,Apparel,Topwear,Tops,Summer,Casual,39222.jpg,/content/outfit_data/Fashion Product Images (Small)/images/39222.jpg
11448,Women,Apparel,Topwear,Tops,Fall,Casual,11448.jpg,/content/outfit_data/Fashion Product Images (Small)/images/11448.jpg
19625,Women,Apparel,Topwear,Tops,Summer,Casual,19625.jpg,/content/outfit_data/Fashion Product Images (Small)/images/19625.jpg
8272,Men,Apparel,Topwear,Tshirts,Fall,Casual,8272.jpg,/content/outfit_data/Fashion Product Images (Small)/images/8272.jpg
50844,Women,Apparel,Topwear,Dupatta,Summer,Ethnic,50844.jpg,/content/outfit_data/Fashion Product Images (Small)/images/50844.jpg
2748,Men,Apparel,Topwear,Tshirts,Summer,Casual,2748.jpg,/content/outfit_data/Fashion Product Images (Small)/images/2748.jpg
31873,Women,Apparel,Topwear,Dupatta,Summer,Ethnic,31873.jpg,/content/outfit_data/Fashion Product Images (Small)/images/31873.jpg
22458,Women,Apparel,Bottomwear,Leggings,Fall,Casual,22458.jpg,/content/outfit_data/Fashion Product Images (Small)/images/22458.jpg
27916,Women,Apparel,Bottomwear,Trousers,Summer,Formal,27916.jpg,/content/outfit_data/Fashion Product Images (Small)/images/27916.jpg
31289,Men,Apparel,Topwear,Tshirts,Summer,Casual,31289.jpg,/content/outfit_data/Fashion Product Images (Small)/images/31289.jpg
48241,Boys,Apparel,Topwear,Tshirts,Summer,Casual,48241.jpg,/content/outfit_data/Fashion Product Images (Small)/images/48241.jpg
9166,Men,Apparel,Bottomwear,Jeans,Fall,Casual,9166.jpg,/content/outfit_data/Fashion Product Images (Small)/images/9166.jpg
8888,Men,Apparel,Topwear,Shirts,Fall,Formal,8888.jpg,/content/outfit_data/Fashion Product Images (Small)/images/8888.jpg
29276,Women,Apparel,Topwear,Tops,Summer,Casual,29276.jpg,/content/outfit_data/Fashion Product Images (Small)/images/29276.jpg
17579,Men,Apparel,Bottomwear,Trousers,Fall,Casual,17579.jpg,/content/outfit_data/Fashion Product Images (Small)/images/17579.jpg
1905,Men,Apparel,Topwear,Tshirts,Winter,Casual,1905.jpg,/content/outfit_data/Fashion Product Images (Small)/images/1905.jpg
12239,Men,Apparel,Topwear,Shirts,Fall,Formal,12239.jpg,/content/outfit_data/Fashion Product Images (Small)/images/12239.jpg
42549,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,42549.jpg,/content/outfit_data/Fashion Product Images (Small)/images/42549.jpg
48073,Men,Apparel,Topwear,Tshirts,Summer,Casual,48073.jpg,/content/outfit_data/Fashion Product Images (Small)/images/48073.jpg
29044,Men,Apparel,Topwear,Tshirts,Summer,Casual,29044.jpg,/content/outfit_data/Fashion Product Images (Small)/images/29044.jpg
30955,Women,Apparel,Topwear,Tops,Summer,Ethnic,30955.jpg,/content/outfit_data/Fashion Product Images (Small)/images/30955.jpg
15478,Women,Apparel,Topwear,Tshirts,Fall,Casual,15478.jpg,/content/outfit_data/Fashion Product Images (Small)/images/15478.jpg
37728,Men,Apparel,Topwear,Shirts,Summer,Casual,37728.jpg,/content/outfit_data/Fashion Product Images (Small)/images/37728.jpg
58685,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,58685.jpg,/content/outfit_data/Fashion Product Images (Small)/images/58685.jpg
4813,Men,Apparel,Topwear,Tshirts,Summer,Sports,4813.jpg,/content/outfit_data/Fashion Product Images (Small)/images/4813.jpg
48417,Men,Apparel,Topwear,Tshirts,Summer,Casual,48417.jpg,/content/outfit_data/Fashion Product Images (Small)/images/48417.jpg
9730,Men,Apparel,Topwear,Shirts,Fall,Casual,9730.jpg,/content/outfit_data/Fashion Product Images (Small)/images/9730.jpg
26468,Men,Apparel,Topwear,Tshirts,Summer,Casual,26468.jpg,/content/outfit_data/Fashion Product Images (Small)/images/26468.jpg
6778,Men,Apparel,Topwear,Tshirts,Summer,Casual,6778.jpg,/content/outfit_data/Fashion Product Images (Small)/images/6778.jpg
9502,Men,Apparel,Topwear,Shirts,Fall,Formal,9502.jpg,/content/outfit_data/Fashion Product Images (Small)/images/9502.jpg
17921,Men,Apparel,Topwear,Tshirts,Fall,Sports,17921.jpg,/content/outfit_data/Fashion Product Images (Small)/images/17921.jpg
19087,Women,Apparel,Topwear,Kurtas,Fall,Ethnic,19087.jpg,/content/outfit_data/Fashion Product Images (Small)/images/19087.jpg
18969,Men,Apparel,Topwear,Sweaters,Fall,Casual,18969.jpg,/content/outfit_data/Fashion Product Images (Small)/images/18969.jpg
23328,Women,Apparel,Topwear,Kurtas,Fall,Ethnic,23328.jpg,/content/outfit_data/Fashion Product Images (Small)/images/23328.jpg
29612,Men,Apparel,Topwear,Shirts,Summer,Casual,29612.jpg,/content/outfit_data/Fashion Product Images (Small)/images/29612.jpg
7498,Women,Apparel,Topwear,Tshirts,Summer,Sports,7498.jpg,/content/outfit_data/Fashion Product Images (Small)/images/7498.jpg
33986,Women,Apparel,Topwear,Shirts,Summer,Casual,33986.jpg,/content/outfit_data/Fashion Product Images (Small)/images/33986.jpg
39480,Women,Apparel,Topwear,Kurtis,Summer,Ethnic,39480.jpg,/content/outfit_data/Fashion Product Images (Small)/images/39480.jpg
53863,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,53863.jpg,/content/outfit_data/Fashion Product Images (Small)/images/53863.jpg
10338,Men,Apparel,Topwear,Tshirts,Fall,Casual,10338.jpg,/content/outfit_data/Fashion Product Images (Small)/images/10338.jpg
42582,Boys,Apparel,Topwear,Waistcoat,Summer,Casual,42582.jpg,/content/outfit_data/Fashion Product Images (Small)/images/42582.jpg
31070,Women,Apparel,Topwear,Dupatta,Summer,Ethnic,31070.jpg,/content/outfit_data/Fashion Product Images (Small)/images/31070.jpg
28961,Women,Apparel,Topwear,Kurtas,Summer,Ethnic,28961.jpg,/content/outfit_data/Fashion Product Images (Small)/images/28961.jpg
13320,Men,Apparel,Topwear,Shirts,Fall,Casual,13320.jpg,/content/outfit_data/Fashion Product Images (Small)/images/13320.jpg
7205,Women,Apparel,Topwear,Tops,Fall,Casual,7205.jpg,/content/outfit_data/Fashion Product Images (Small)/images/7205.jpg
22467,Men,Apparel,Topwear,Shirts,Summer,Casual,22467.jpg,/content/outfit_data/Fashion Product Images (Small)/images/22467.jpg
49956,Men,Apparel,Bottomwear,Shorts,Summer,Casual,49956.jpg,/content/outfit_data/Fashion Product Images (Small)/images/49956.jpg
27929,Women,Apparel,Bottomwear,Trousers,Summer,Casual,27929.jpg,/content/outfit_data/Fashion Product Images (Small)/images/27929.jpg
44675,Women,Apparel,Topwear,Shirts,Summer,Casual,44675.jpg,/content/outfit_data/Fashion Product Images (Small)/images/44675.jpg
20330,Men,Apparel,Topwear,Tshirts,Fall,Casual,20330.jpg,/content/outfit_data/Fashion Product Images (Small)/images/20330.jpg
14105,Men,Apparel,Topwear,Tshirts,Fall,Casual,14105.jpg,/content/outfit_data/Fashion Product Images (Small)/images/14105.jpg
14939,Men,Apparel,Bottomwear,Shorts,Fall,Casual,14939.jpg,/content/outfit_data/Fashion Product Images (Small)/images/14939.jpg
41307,Girls,Apparel,Topwear,Tops,Summer,Casual,41307.jpg,/content/outfit_data/Fashion Product Images (Small)/images/41307.jpg
20102,Women,Apparel,Topwear,Kurtas,Fall,Ethnic,20102.jpg,/content/outfit_data/Fashion Product Images (Small)/images/20102.jpg
5760,Women,Apparel,Topwear,Tops,Summer,Casual,5760.jpg,/content/outfit_data/Fashion Product Images (Small)/images/5760.jpg
52522,Women,Apparel,Bottomwear,Jeans,Summer,Casual,52522.jpg,/content/outfit_data/Fashion Product Images (Small)/images/52522.jpg
10797,Men,Apparel,Topwear,Shirts,Fall,Casual,10797.jpg,/content/outfit_data/Fashion Product Images (Small)/images/10797.jpg
31242,Men,Apparel,Topwear,Tshirts,Summer,Casual,31242.jpg,/content/outfit_data/Fashion Product Images (Small)/images/31242.jpg
19428,Men,Apparel,Topwear,Shirts,Summer,Casual,19428.jpg,/content/outfit_data/Fashion Product Images (Small)/images/19428.jpg
13112,Men,Apparel,Bottomwear,Shorts,Fall,Sports,13112.jpg,/content/outfit_data/Fashion Product Images (Small)/images/13112.jpg
43662,Women,Apparel,Topwear,Tops,Summer,Casual,43662.jpg,/content/outfit_data/Fashion Product Images (Small)/images/43662.jpg
